run,bioProject,bioSample,tissue,additional_info,condition_treatment,source,species,breed,gender,development_stage
ERR2352624,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352625,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352626,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352627,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352628,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352629,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352630,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352631,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352632,PRJEB25226,SAMEA103886405,epididymis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352633,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352634,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352635,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352636,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352637,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352638,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352639,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352640,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352641,PRJEB25226,SAMEA103886533,jejunum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352642,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352643,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352644,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352645,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352646,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352647,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352648,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352649,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352650,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352651,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352652,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352653,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352654,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352655,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352656,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352657,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352658,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352659,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352660,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352661,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352662,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352663,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352664,PRJEB25226,SAMEA103887020,renal medulla,normal,River buffalo,Bhadawari,MALE,ADULT,Kidney,
ERR2352665,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352666,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352667,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352668,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352669,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352670,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352671,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352672,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352673,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352674,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352675,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352676,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352677,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352678,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352679,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352680,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352681,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352682,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352683,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352684,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352685,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352686,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352687,PRJEB25226,SAMEA103886402,liver,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352688,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352689,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352690,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352691,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352692,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352693,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352694,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352695,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352696,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352697,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352698,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352699,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352700,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352701,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352702,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352703,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352704,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352705,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352706,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352707,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352708,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352709,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352710,PRJEB25226,SAMEA103886488,lung parenchyma,normal,River buffalo,Bhadawari,MALE,ADULT,Respiratory,
ERR2352711,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352712,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352713,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352714,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352715,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352716,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352717,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352718,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352719,PRJEB25226,SAMEA103887005,omasum,normal,River buffalo,Bhadawari,MALE,ADULT,Alimentary canal,
ERR2352729,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352730,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352731,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352732,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352733,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352734,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352735,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352736,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352737,PRJEB25226,SAMEA103886898,saliva-secreting gland,normal,River buffalo,Bhadawari,MALE,ADULT,Endocrine,
ERR2352738,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352739,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352740,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352741,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352742,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352743,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352744,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352745,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352746,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352747,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352748,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352749,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352750,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352751,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352752,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352753,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352754,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352755,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352756,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352757,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352758,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352759,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352760,PRJEB25226,SAMEA103887056,testis,normal,River buffalo,Bhadawari,MALE,ADULT,Male_reproductive,
ERR2352761,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352762,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352763,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352764,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352765,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352766,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352767,PRJEB25226,SAMEA103887205,abomasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352768,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352769,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352770,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352771,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352772,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352773,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352774,PRJEB25226,SAMEA103886462,adrenal gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352775,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352776,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352777,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352778,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352779,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352780,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352781,PRJEB25226,SAMEA103886912,caecum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352782,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352783,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352784,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352785,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352786,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352787,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352788,PRJEB25226,SAMEA103886859,cerebellum,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352789,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352790,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352791,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352792,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352793,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352794,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352795,PRJEB25226,SAMEA103887207,descending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352796,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352797,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352798,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352799,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352800,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352801,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352802,PRJEB25226,SAMEA103887251,ascending colon,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352803,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352804,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352805,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352806,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352807,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352808,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352809,PRJEB25226,SAMEA103887012,duodenum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352810,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352811,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352812,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352813,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352814,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352815,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352816,PRJEB25226,SAMEA103887109,fallopian tube,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352817,PRJEB25226,SAMEA103886315,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352818,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352819,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352821,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352822,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352823,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352824,PRJEB25226,SAMEA103886422,common iliac lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352825,PRJEB25226,SAMEA103886699,layer of hippocampus,normal,River buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2352826,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352827,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352828,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352829,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352830,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352831,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352832,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352833,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352834,PRJEB25226,SAMEA103886448,ileum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352835,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352836,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352837,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352838,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352839,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352840,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352841,PRJEB25226,SAMEA103886318,jejunum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352842,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352843,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352844,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352845,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352846,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352847,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352848,PRJEB25226,SAMEA103887238,cortex of kidney,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352849,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352850,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352851,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352852,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352853,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
